,Discovery_Method,Discovery_Year,Solution_type,Planet_Orbital_Period_[day],Planet_Orbital_SemiMajorAxis_[day],Planet_Radius_[Earth_radius],Planet_Mass_[Earth_mass],Planet_Mass_Provenance,Planet_Eccentricity,Planet_Eq_Temperature_[K],Stellar_Effective_Temperature_[K],Stellar_Radius_[Solar_radius],Stellar_Mass_[Solar_mass],Stellar_Metallicity_[dex],Stellar_Metallicity_Radio,Stellar_Surface_Gravity_[log10(cm/s**2)],Number_Stars,Number_Planets,System_Distance_[pc],System_V_Magnitude,System_Ks_Magnitude,System_Gaia_Magnitude
796,Transit,2016,Published Confirmed,8.992,0.0795,5.299,15.0,Mass,0.03,837.0,5271.0,0.86,0.83,-0.06,[Fe/H],4.49,2,4,157.682,12.304,9.821,12.0036
797,Transit,2016,Published Confirmed,8.99213,0.08036,5.13,16.5,Mass,0.0,817.0,5275.0,0.84,0.86,-0.02,[Fe/H],4.49,2,4,157.682,12.304,9.821,12.0036
798,Transit,2016,Published Confirmed,8.99218,,5.38,21.1,Mass,0.0,,5315.0,0.87,0.87,0.0,[Fe/H],4.43,2,4,157.682,12.304,9.821,12.0036
799,Transit,2016,Published Confirmed,20.66093,0.13843,3.134,8.1,Mass,0.049,634.0,5271.0,0.86,0.83,-0.06,[Fe/H],4.49,2,4,157.682,12.304,9.821,12.0036
800,Transit,2016,Published Confirmed,20.6602,0.1399,3.01,12.1,Mass,0.0,619.0,5275.0,0.84,0.86,-0.02,[Fe/H],4.49,2,4,157.682,12.304,9.821,12.0036
801,Transit,2016,Published Confirmed,20.65614,,3.48,8.1,Mass,0.0,,5315.0,0.87,0.87,0.0,[Fe/H],4.43,2,4,157.682,12.304,9.821,12.0036
802,Transit,2016,Published Confirmed,31.71922,,3.75,35.0,Mass,0.0,,5315.0,0.87,0.87,0.0,[Fe/H],4.43,2,4,157.682,12.304,9.821,12.0036
803,Transit,2016,Published Confirmed,31.71701,0.18422,3.484,6.7,Mass,0.05,550.0,5271.0,0.86,0.83,-0.06,[Fe/H],4.49,2,4,157.682,12.304,9.821,12.0036
804,Transit,2016,Published Confirmed,31.7154,0.1862,3.43,10.3,Mass,0.0,537.0,5275.0,0.84,0.86,-0.02,[Fe/H],4.49,2,4,157.682,12.304,9.821,12.0036
805,Transit,2019,Published Confirmed,4.34934,0.04899,1.212,2.1,Mass,0.043,1066.0,5271.0,0.86,0.83,-0.06,[Fe/H],4.49,2,4,157.682,12.304,9.821,12.0036
806,Transit,2020,Published Confirmed,12.4551225,0.1016,8.676,82.6358,Mass,0.0697,650.0,5282.0,0.82,0.9,0.098,[Fe/H],4.57,1,1,233.237,12.697,10.668,12.4462
807,Transit,2016,Published Confirmed,5.424865,,5.04,1175.971,Mass,0.0,,3540.0,1.05,0.56,,,,1,1,139.268,15.838,10.026,14.157
808,Transit,2016,Published Confirmed,5.42513,0.0409,5.76,1144.188,Mass,0.0,850.0,3410.0,1.1,0.31,,,3.84,1,1,139.268,15.838,10.026,14.157
809,Transit,2016,Published Confirmed,2.995654,0.0445,16.141,563.51259,Mass,0.022,,6087.0,1.66,1.31,0.15,[Fe/H],4.11,1,1,348.646,11.447,10.193,11.4357
810,Transit,2016,Published Confirmed,2.995629,0.0465,15.435,539.67534,Mass,0.054,1715.0,6149.0,1.58,1.23,0.0,[Fe/H],4.2,1,1,348.646,11.447,10.193,11.4357
811,Transit,2016,Published Confirmed,2.995607,0.04419,15.132,559.3808,Mass,0.0,1742.0,6132.0,1.53,1.28,0.24,[Fe/H],4.17,1,1,348.646,11.447,10.193,11.4357
812,Transit,2016,Published Confirmed,2.99561,,11.994,352.7913,Mass,0.0,,6132.0,1.22,0.64,0.24,[Fe/H],4.17,1,1,348.646,11.447,10.193,11.4357
813,Transit,2016,Published Confirmed,1.422614,0.0223,1.43,3.9,Mass,0.0,1224.0,4916.0,0.72,0.79,-0.09,[Fe/H],4.62,1,2,109.749,11.726,9.454001,11.527
814,Transit,2016,Published Confirmed,5.340888,0.054,3.2,7.8,Mass,0.0,788.0,4916.0,0.72,0.79,-0.09,[Fe/H],4.62,1,2,109.749,11.726,9.454001,11.527
815,Transit,2016,Published Confirmed,4.01593,0.0506,1.55,12.0,Mass,,1184.0,5757.0,1.1,1.07,0.28,[Fe/H],4.35,1,2,192.69,11.344,9.47,11.184
816,Transit,2016,Published Confirmed,4.01593,,1.906,19.0698,Mass,,,5757.0,1.38,2.24,0.28,[Fe/H],4.35,1,2,192.69,11.344,9.47,11.184
817,Transit,2016,Published Confirmed,10.56103,0.0964,2.42,9.9,Mass,,858.0,5757.0,1.1,1.07,0.28,[Fe/H],4.35,1,2,192.69,11.344,9.47,11.184
818,Transit,2016,Published Confirmed,4.60497,0.0574,5.71,39.8,Mass,0.152,1670.0,4912.0,2.93,1.19,0.43,[Fe/H],3.58,1,1,307.47,10.831,8.516,10.5959
819,Transit,2016,Published Confirmed,4.60543,,6.277,28.6047,Mass,0.0,,4881.0,2.97,0.66,0.32,[Fe/H],3.44,1,1,307.47,10.831,8.516,10.5959
820,Transit,2016,Published Confirmed,4.60543,0.062,8.2,50.3,Mass,0.0,,4881.0,3.88,1.53,0.32,[Fe/H],3.44,1,1,307.47,10.831,8.516,10.5959
821,Transit,2016,Published Confirmed,3.00265,0.045,7.656,135.39558,Mass,0.0,1400.0,5500.0,1.12,0.97,0.01,[Fe/H],4.07,1,1,491.87,12.857,10.993,12.6108
822,Transit,2016,Published Confirmed,5.06963,0.05983,2.49,21.3,Mass,0.0,1372.0,5887.0,1.67,1.11,-0.047,[Fe/H],4.03,1,1,513.877,11.71,10.609,11.9961
823,Transit,2016,Published Confirmed,8.199796,,2.3,603.877,Mass,0.14,,4970.0,0.76,0.8,0.29,[Fe/H],4.47,1,1,141.731,12.224,9.799,11.9202
824,Transit,2016,Published Confirmed,,0.081,14.684,152.5584,Mass,0.22,,,4.2,1.16,,,,1,1,878.43,12.486,10.035,12.3059
825,Transit,2016,Published Confirmed,8.4061,,14.684,152.5584,Mass,,,4790.0,4.2,1.16,0.42,[Fe/H],3.26,1,1,878.43,12.486,10.035,12.3059
826,Transit,2016,Published Confirmed,8.4061,,14.684,349.613,Mass,,,4790.0,4.2,1.16,0.42,[Fe/H],3.26,1,1,878.43,12.486,10.035,12.3059
827,Transit,2016,Published Confirmed,10.13675,0.0943,4.3,32.2,Mass,0.0,1102.0,6120.0,1.31,1.07,-0.2,[Fe/H],4.23,1,1,518.625,12.216,10.869,12.0398
828,Transit,2016,Published Confirmed,18.249,0.159,14.46,308.2951,Mass,0.19,,5990.0,3.1,1.6,0.2,[Fe/H],3.67,1,1,519.229,11.149,9.72,10.9485
829,Transit,2012,Published Confirmed,1.217514,0.02466,12.442,8654.15,Mass,0.0099,,6518.0,1.46,1.32,,,,1,1,268.43,10.632,9.437,10.5905
830,Transit,2016,Published Confirmed,4.1662739,0.0525,15.681,215.80657,Mass,,1377.0,5948.0,1.21,1.11,0.09,[Fe/H],4.32,1,1,188.404,10.617,9.338,10.7009
831,Transit,2017,Published Confirmed,4.7361,,15.132,54.34893,Mass,0.0007,,5375.0,2.69,1.44,0.17,[Fe/H],3.7,1,1,99.1596,8.04,6.122,7.83112
832,Transit,2017,Published Confirmed,4.736529,0.06229,15.356,61.97685,Mass,0.0,1712.0,5370.0,2.72,1.44,0.18,[Fe/H],3.73,1,1,99.1596,8.04,6.122,7.83112
833,Transit,2017,Published Confirmed,5.031623,0.06708,19.952,301.9385,Mass,0.0,1800.0,6279.0,2.37,1.59,0.19,[Fe/H],3.89,1,1,368.03,10.585,9.362001,10.4842
834,Transit,2016,Published Confirmed,1.7100588,0.02956,17.038,380.12468,Mass,0.0,1904.0,5802.0,1.37,1.18,0.326,[Fe/H],4.23,1,1,250.121,11.001,9.424,10.8384
835,Transit,2016,Published Confirmed,1.7100566,0.03005,19.537,408.09372,Mass,0.0,1970.0,5720.0,1.52,1.24,0.32,[Fe/H],4.17,1,1,250.121,11.001,9.424,10.8384
836,Transit,2016,Published Confirmed,3.329441,0.04613,16.175,289.2253,Mass,0.0,1642.0,6003.0,1.48,1.18,0.047,[Fe/H],4.17,2,1,324.683,11.39,9.854,11.0694
837,Transit,2016,Published Confirmed,3.32944,,19.504,416.3573,Mass,0.0,,6003.0,1.78,2.06,0.05,[Fe/H],4.17,2,1,324.683,11.39,9.854,11.0694
838,Transit,2017,Published Confirmed,0.9689951,0.02044,15.861,874.0325,Mass,0.0,2453.0,6236.0,1.36,1.21,-0.002,[Fe/H],4.25,2,1,444.586,11.717,10.642,11.7959
839,Transit,2016,Published Confirmed,3.0801716,0.04881,17.094,416.3573,Mass,,2087.0,7454.0,1.65,1.64,-0.018,[Fe/H],4.22,1,1,226.5,9.234,8.646,9.20887
840,Transit,2017,Published Confirmed,2.8717518,0.0455,17.598,375.0394,Mass,0.0,2085.0,6670.0,1.91,1.52,0.09,[Fe/H],4.06,2,1,321.376,10.16,9.21,10.1036
841,Transit,2017,Published Confirmed,4.6117093,0.0637,21.409,1293.5681,Mass,,1935.0,7500.0,1.83,1.62,-0.12,[Fe/H],4.13,2,1,300.276,9.857,9.196,9.86331
842,Transit,2012,Published Confirmed,4.11379,,15.132,540.311,Mass,0.0,,6327.0,1.93,1.54,0.0,[Fe/H],4.5,2,1,134.058,8.68,7.346,8.58393
843,Transit,2012,Published Confirmed,4.113791,0.05497,14.46,485.32641,Mass,0.081,,6148.0,1.83,1.31,0.034,,,2,1,134.058,8.68,7.346,8.58393
844,Transit,2012,Published Confirmed,4.1137912,0.05496,14.415,483.717,Mass,0.0,,6151.0,1.83,1.31,,,,2,1,134.058,8.68,7.346,8.58393
845,Transit,2017,Published Confirmed,3.4741085,0.0542,19.515,1074.90106,Mass,,2262.0,8720.0,1.56,1.76,-0.29,[Fe/H],4.29,1,1,136.426,7.59,7.415,7.57492
846,Transit,2017,Published Confirmed,3.474119,0.057,20.512,5403.11,Mass,0.0,2260.0,8980.0,1.6,1.89,-0.02,[Fe/H],4.31,1,1,136.426,7.59,7.415,7.57492
847,Transit,2018,Published Confirmed,3.6127647,0.05224,17.777,1242.7153,Mass,0.0,2051.0,7598.0,1.64,1.46,-0.405,[Fe/H],4.17,1,1,470.878,10.484,10.09,10.5415
848,Transit,2019,Published Confirmed,2.255251,0.03302,14.83,298.12454,Mass,0.0,1561.0,5899.0,1.0,0.94,-0.105,[Fe/H],4.42,2,1,126.261,10.308,8.904,10.182
849,Transit,2019,Published Confirmed,5.5514926,0.06969,14.258,1646.3594,Mass,0.077,1459.0,6509.0,1.51,1.46,0.186,[Fe/H],4.25,1,1,96.5173,8.34,7.154,8.23752
850,Transit,2013,Published Confirmed,2.70339,,17.486,616.5902,Mass,0.0,,6304.0,1.7,1.96,0.05,[Fe/H],4.2,2,1,210.252,9.816,8.662,9.76324
851,Transit,2013,Published Confirmed,2.70339,0.04123,15.076,469.75274,Mass,0.035,,6308.0,1.47,1.28,0.04,,,2,1,210.252,9.816,8.662,9.76324
852,Transit,2013,Published Confirmed,2.7033904,0.04122,15.076,469.415,Mass,0.0,1816.0,6306.0,1.47,1.28,0.044,[Fe/H],4.21,2,1,210.252,9.816,8.662,9.76324
853,Transit,2016,Published Confirmed,2.9895932,0.04317,19.044,286.68266,Mass,0.0,1823.0,6206.0,1.6,1.2,-0.116,[Fe/H],4.11,3,1,218.05,9.98,8.689,9.95702
854,Transit,2014,Published Confirmed,7.845582,0.0804,13.227,140.48086,Mass,0.036,,6272.0,1.53,1.13,0.27,,,1,2,240.726,10.371,9.083,10.1934
855,Transit,2014,Published Confirmed,7.8457,0.07939,13.372,136.661,Mass,0.22,1313.0,6102.0,1.58,1.08,-0.281,[Fe/H],4.07,1,2,240.726,10.371,9.083,10.1934
856,Transit,2014,Published Confirmed,7.8457,,14.572,165.2716,Mass,0.22,,6102.0,1.73,1.42,-0.28,[Fe/H],4.07,1,2,240.726,10.371,9.083,10.1934
857,Transit,2015,Published Confirmed,2.7347749,0.04415,17.183,406.8224,Mass,0.0,2048.0,6789.0,1.73,1.53,0.139,[Fe/H],4.15,1,1,136.681,8.56,7.543,8.45173
858,Transit,2015,Published Confirmed,2.73477,,17.934,441.7837,Mass,0.0,,6768.0,1.81,1.76,0.0,[Fe/H],4.5,1,1,136.681,8.56,7.543,8.45173
859,Transit,2015,Published Confirmed,3.24406,0.04571,20.849,275.55861,Mass,0.035,1675.0,5754.0,1.67,1.21,0.272,[Fe/H],4.08,1,1,197.572,10.845,9.177,10.6699
860,Transit,2015,Published Confirmed,3.24406,,18.159,209.7678,Mass,0.04,,5754.0,1.46,0.81,0.27,[Fe/H],4.08,1,1,197.572,10.845,9.177,10.6699
861,Transit,2015,Published Confirmed,3.24406,0.0455,20.849,272.69814,Mass,0.047,,5754.0,1.67,1.21,0.272,,,1,1,197.572,10.845,9.177,10.6699
862,Transit,2017,Published Confirmed,1.4811235,0.03462,21.196,915.3504,Mass,0.0,4050.0,10170.0,2.36,2.52,-0.03,[Fe/H],4.09,2,1,204.455,7.55,7.482,7.57675
863,Transit,2017,Published Confirmed,,,19.986,775.5052,Mass,,,,2.18,1.98,,,,2,1,204.455,7.55,7.482,7.57675
864,Eclipse Timing Variations,2017,Published Confirmed,237.68977,0.8,,2445.06619,Mass,0.0603,,,,1.21,,,,2,1,1188.54,13.595,12.215,13.4394
865,Microlensing,2018,Published Confirmed,,5.5,,6.3,Mass,,,,,0.39,,,,1,1,6000.0,,,
866,Microlensing,2018,Published Confirmed,,2.2,,5700.0,Mass,,,,,0.48,,,,1,1,6300.0,,,
867,Microlensing,2018,Published Confirmed,,4.6,,10.9,Mass,,,,,0.39,,,,1,1,6000.0,,,
868,Microlensing,2018,Published Confirmed,,4.2,,5.8,Mass,,,,,0.36,,,,1,1,6200.0,,,
869,Microlensing,2019,Published Confirmed,,1.065,,29.0,Mass,,,,,0.02,,,,1,1,7481.0,,,
870,Microlensing,2019,Published Confirmed,,0.342,,1043.0,Mass,,,,,0.09,,,,1,1,6651.0,,,
871,Microlensing,2018,Published Confirmed,,5.1,,2200.0,Mass,,,,,0.45,,,,1,1,6600.0,,,
872,Microlensing,2018,Published Confirmed,,1.08,,1450.0,Mass,,,,,0.04,,,,1,1,6260.0,,,
873,Microlensing,2019,Published Confirmed,,3.5,,700.0,Mass,,,,,0.49,,,,1,1,7200.0,,,
874,Microlensing,2019,Published Confirmed,,3.6,,700.0,Mass,,,,,0.48,,,,1,1,7100.0,,,
875,Microlensing,2019,Published Confirmed,,3.5,,700.0,Mass,,,,,0.49,,,,1,1,7100.0,,,
876,Microlensing,2019,Published Confirmed,,2.7,,700.0,Mass,,,,,0.51,,,,1,1,6300.0,,,
877,Microlensing,2019,Published Confirmed,,3.5,,700.0,Mass,,,,,0.49,,,,1,1,7100.0,,,
878,Microlensing,2019,Published Confirmed,,2.7,,730.0,Mass,,,,,0.53,,,,1,1,6500.0,,,
879,Microlensing,2019,Published Confirmed,,2.6,,730.0,Mass,,,,,0.6,,,,1,1,7100.0,,,
880,Microlensing,2018,Published Confirmed,,0.83,,4923.0,Mass,,,,,0.07,,,,1,1,7010.0,,,
881,Microlensing,2020,Published Confirmed,,2.63,,1250.0,Mass,,,,,0.5,,,,1,1,6440.0,,,
882,Microlensing,2020,Published Confirmed,,3.64,,836.0,Mass,,,,,0.64,,,,1,1,4880.0,,,
883,Microlensing,2020,Published Confirmed,,2.83,,769.0,Mass,,,,,0.62,,,,1,1,5090.0,,,
884,Microlensing,2021,Published Confirmed,,0.681,,245.0457,Mass,,,,,0.06,,,,1,1,6421.0,,,
885,Microlensing,2018,Published Confirmed,,3.45,,34.0,Mass,,,,,0.76,,,,1,1,4530.0,,,
886,Microlensing,2019,Published Confirmed,,1.8,,640.0,Mass,,,,,0.37,,,,1,1,6000.0,,,
887,Microlensing,2019,Published Confirmed,,1.9,,760.0,Mass,,,,,0.43,,,,1,1,6100.0,,,
888,Microlensing,2019,Published Confirmed,,1.7,,270.0,Mass,,,,,0.4,,,,1,1,6600.0,,,
889,Microlensing,2019,Published Confirmed,,1.6,,230.0,Mass,,,,,0.33,,,,1,1,6500.0,,,
890,Microlensing,2021,Published Confirmed,,2.14,,664.26137,Mass,,,,,0.46,,,,1,1,7040.0,,,
891,Microlensing,2020,Published Confirmed,,4.27,,7.59,Mass,,,,,1.14,,,,1,1,3380.0,,,
892,Microlensing,2020,Published Confirmed,,4.54,,8.69,Mass,,,,,1.25,,,,1,1,3760.0,,,
893,Microlensing,2020,Published Confirmed,,0.62,,60.0,Mass,,,,,0.09,,,,1,1,7300.0,,,
894,Microlensing,2021,Published Confirmed,,0.508,,4.444,Mass,,,,,0.08,,,,1,1,7470.0,,,
895,Microlensing,2021,Published Confirmed,,1.305,,6.059,Mass,,,,,0.22,,,,1,1,6705.0,,,
896,Microlensing,2021,Published Confirmed,,0.65,,4.447,Mass,,,,,0.08,,,,1,1,7450.0,,,
897,Microlensing,2020,Published Confirmed,,6.56,,1570.0,Mass,,,,,1.25,,,,1,1,3840.0,,,
898,Microlensing,2020,Published Confirmed,,6.03,,1400.0,Mass,,,,,1.09,,,,1,1,3460.0,,,
899,Microlensing,2021,Published Confirmed,,1.931,,512.33939,Mass,,,,,0.42,,,,1,1,6039.0,,,
900,Microlensing,2021,Published Confirmed,,1.449,,77.86796,Mass,,,,,0.19,,,,1,1,6483.0,,,
901,Microlensing,2021,Published Confirmed,,3.54,,705.57906,Mass,,,,,0.65,,,,1,1,5840.0,,,
902,Microlensing,2021,Published Confirmed,,2.04,,622.94368,Mass,,,,,0.65,,,,1,1,5840.0,,,
903,Microlensing,2022,Published Confirmed,,3.09,,5.56,Mass,,,,,0.47,,,,1,1,4150.0,,,
904,Microlensing,2022,Published Confirmed,,2.83,,6.78,Mass,,,,,0.48,,,,1,1,4170.0,,,
905,Microlensing,2019,Published Confirmed,,1.095,,189.0,Mass,,,,,0.15,,,,1,1,1296.0,,,
906,Microlensing,2019,Published Confirmed,,0.947,,206.0,Mass,,,,,0.11,,,,1,1,950.0,,,
907,Microlensing,2019,Published Confirmed,,0.689,,103.0,Mass,,,,,0.08,,,,1,1,873.0,,,
908,Microlensing,2019,Published Confirmed,,0.883,,180.0,Mass,,,,,0.1,,,,1,1,937.0,,,
909,Microlensing,2019,Published Confirmed,,1.083,,192.0,Mass,,,,,0.15,,,,1,1,1277.0,,,
910,Microlensing,2019,Published Confirmed,,0.751,,126.0,Mass,,,,,0.08,,,,1,1,789.0,,,
911,Microlensing,2019,Published Confirmed,,0.699,,106.0,Mass,,,,,0.08,,,,1,1,742.0,,,
912,Microlensing,2019,Published Confirmed,,1.039,,180.0,Mass,,,,,0.14,,,,1,1,1229.0,,,
913,Microlensing,2019,Published Confirmed,,0.763,,111.0,Mass,,,,,0.09,,,,1,1,967.0,,,
914,Microlensing,2019,Published Confirmed,,1.521,,293.0,Mass,,,,,0.23,,,,1,1,1735.0,,,
915,Microlensing,2019,Published Confirmed,,0.657,,101.0,Mass,,,,,0.07,,,,1,1,674.0,,,
916,Microlensing,2021,Published Confirmed,,1.97,,387.75066,Mass,,,,,0.69,,,,1,1,5910.0,,,
917,Microlensing,2021,Published Confirmed,,4.27,,346.43296,Mass,,,,,0.69,,,,1,1,5910.0,,,
918,Microlensing,2021,Published Confirmed,,1.5,,3807.58432,Mass,,,,,0.09,,,,1,1,7040.0,,,
919,Microlensing,2021,Published Confirmed,,0.79,,2447.27873,Mass,,,,,0.09,,,,1,1,7010.0,,,
920,Microlensing,2020,Published Confirmed,,3.31,,10.28,Mass,,,,,0.76,,,,1,1,3320.0,,,
921,Microlensing,2020,Published Confirmed,,4.3,,3400.0,Mass,,,,,0.26,,,,1,1,7210.0,,,
922,Microlensing,2020,Published Confirmed,,2.15,,397.0,Mass,,,,,0.48,,,,1,1,6120.0,,,
923,Microlensing,2020,Published Confirmed,,2.8,,404.0,Mass,,,,,0.49,,,,1,1,6000.0,,,
924,Microlensing,2020,Published Confirmed,,0.67,,3880.0,Mass,,,,,0.27,,,,1,1,7150.0,,,
925,Microlensing,2021,Published Confirmed,,3.32,,813.64072,Mass,,,,,0.61,,,,1,1,3860.0,,,
926,Microlensing,2021,Published Confirmed,,2.8,,454.49462,Mass,,,,,0.59,,,,1,1,3770.0,,,
927,Microlensing,2020,Published Confirmed,,,,200.0,Mass,,,,,0.31,,,,1,1,7040.0,,,
928,Microlensing,2021,Published Confirmed,,,,2034.1018,Mass,,,,,0.62,,,,2,1,6600.0,,,
929,Microlensing,2022,Published Confirmed,,3.14,,2.81,Mass,,,,,0.8,,,,1,1,5560.0,,,
930,Microlensing,2022,Published Confirmed,,3.03,,6.92,Mass,,,,,0.75,,,,1,1,6710.0,,,
931,Transit,2015,Published Confirmed,17.855182,0.154,13.787,349.613,Mass,0.34,,,1.4,1.5,,,,1,2,399.398,11.51,10.234,11.2535
932,Transit,2015,Published Confirmed,17.85523,,17.262,1690.8556,Mass,0.72,,6820.0,1.75,1.82,0.09,[Fe/H],4.34,1,2,399.398,11.51,10.234,11.2535
933,Transit,2015,Published Confirmed,17.8552333,0.151,16.029,3178.3,Mass,0.72,,6820.0,1.63,1.45,0.09,[Fe/H],4.34,1,2,399.398,11.51,10.234,11.2535
934,Transit,2014,Published Confirmed,86.647661,0.382,10.54,460.83,Mass,0.772,511.0,5520.0,1.13,0.99,0.27,[Fe/H],4.32,2,1,,14.818,12.726,14.6419
935,Transit,2011,Published Confirmed,1.763588,0.03641,16.948,2949.4624,Mass,0.00064,2550.0,7650.0,1.74,1.72,0.2,[Fe/H],4.2,3,1,519.096,9.791,9.425,10.3678
936,Transit,2011,Published Confirmed,,,20.85,2637.88,Mass,0.05,,,2.55,2.05,,,,3,1,519.096,9.791,9.425,10.3678
937,Transit,2011,Published Confirmed,1.76358799,,15.76,2070.66245,Mass,,,7650.0,1.71,1.72,0.2,,4.2,3,1,519.096,9.791,9.425,10.3678
938,Transit,2013,Published Confirmed,10.95416,,3.78,8.7,Mass,0.05593,,5471.0,0.88,0.96,0.2,[Fe/H],4.53,1,3,376.863,13.209,11.454,13.1048
939,Transit,2013,Published Confirmed,10.91647,,3.438,9.5,Mass,0.05561,,5466.0,0.9,0.99,0.27,[Fe/H],,1,3,376.863,13.209,11.454,13.1048
940,Transit,2013,Published Confirmed,22.3395,0.15525,,198.8,Mass,0.05628,,5471.0,0.88,0.96,0.2,[Fe/H],4.53,1,3,376.863,13.209,11.454,13.1048
941,Transit,2013,Published Confirmed,22.26492,,,214.1,Mass,0.05724,,5466.0,0.9,0.99,0.27,[Fe/H],,1,3,376.863,13.209,11.454,13.1048
942,Transit,2019,Published Confirmed,20.4415,0.14728,1.9,4.6,Mass,0.014,,,0.97,1.02,,,,1,2,1131.64,14.795,13.238,14.854
943,Transit,2019,Published Confirmed,13.6088,0.112293,1.9,9.0,Mass,0.0114,,,0.97,1.02,,,,1,2,1131.64,14.795,13.238,14.854
944,Transit,2020,Published Confirmed,134.4628,,8.86,71.0,Mass,0.0,,5922.0,1.14,1.08,0.11,[Fe/H],4.3,1,2,865.73,13.978,12.621,13.9061
945,Transit,2020,Published Confirmed,284.215,,5.44,15.0,Mass,0.0,,5922.0,1.14,1.08,0.11,[Fe/H],4.3,1,2,865.73,13.978,12.621,13.9061
946,Transit,2021,Published Confirmed,34.169,,1.13,2.23,Mass,,475.0,5233.0,0.83,0.9,,,,1,4,501.574,14.222,12.291,14.0909
947,Transit,2021,Published Confirmed,7.685,,2.58,11.02,Mass,,613.0,4413.0,0.67,0.68,,,,1,3,290.324,14.626,11.831,14.2499
948,Transit,2021,Published Confirmed,21.185,,1.19,9.2,Mass,,785.0,6001.0,1.25,0.86,,,,1,2,887.064,13.831,12.483,13.7744
949,Transit,2021,Published Confirmed,31.828,,1.21,10.36,Mass,,686.0,6001.0,1.25,0.86,,,,1,2,887.064,13.831,12.483,13.7744
950,Transit,2013,Published Confirmed,210.603,,8.07,254.264,Mass,,,6080.0,1.2,1.2,-0.12,[Fe/H],,1,8,848.254,13.883,12.482,13.7397
951,Transit,2013,Published Confirmed,331.601,,11.321,381.396,Mass,,,6080.0,1.2,1.2,-0.12,[Fe/H],,1,8,848.254,13.883,12.482,13.7397
952,Transit,2018,Published Confirmed,141.241671,0.534,11.097,613.4119,Mass,0.496,347.0,5830.0,0.96,1.01,0.16,[Fe/H],4.47,1,1,921.986,14.616,13.101,14.5027
953,Transit,2014,Published Confirmed,0.412,0.008,0.51,99.2,Mass,0.0,1180.0,3515.0,0.4,0.41,0.1,[Fe/H],4.77,1,1,172.245,16.413,12.449,15.8525
954,Orbital Brightness Modulation,2011,Published Confirmed,0.240104,0.006,0.759,0.44,Mass,,,27730.0,0.2,0.5,,,5.52,1,2,1231.02,15.154,15.495,14.9062
955,Orbital Brightness Modulation,2011,Published Confirmed,0.342887,0.0076,0.867,0.655,Mass,,,27730.0,0.2,0.5,,,5.52,1,2,1231.02,15.154,15.495,14.9062
956,Transit,2013,Published Confirmed,3.743208,0.05119,1.71,10.5,Mass,0.25,1486.0,6182.0,1.52,1.28,0.023,[Fe/H],4.18,2,4,477.052,12.314,10.926,12.1882
957,Transit,2013,Published Confirmed,10.424,,3.8,7.8,Mass,,,,,1.1,,,,2,4,477.052,12.314,10.926,12.1882
958,Transit,2013,Published Confirmed,10.4236892,,,9.4,Mass,,,6184.0,1.43,1.18,0.11,[M/H],4.2,2,4,477.052,12.314,10.926,12.1882
959,Transit,2013,Published Confirmed,10.423648,0.1013,4.32,15.6,Mass,0.43,1012.0,6182.0,1.52,1.28,0.023,[Fe/H],4.18,2,4,477.052,12.314,10.926,12.1882
960,Transit,2013,Published Confirmed,22.342989,0.1684,11.27,106.0,Mass,0.022,806.0,6182.0,1.52,1.28,0.023,[Fe/H],4.18,2,4,477.052,12.314,10.926,12.1882
961,Transit,2013,Published Confirmed,22.3429704,,,52.1,Mass,,,6184.0,1.43,1.18,0.11,[M/H],4.2,2,4,477.052,12.314,10.926,12.1882
962,Transit,2013,Published Confirmed,22.343,,10.1,58.4,Mass,,,,,1.1,,,,2,4,477.052,12.314,10.926,12.1882
963,Transit,2013,Published Confirmed,54.319832,,,13.0,Mass,,,6184.0,1.43,1.18,0.11,[M/H],4.2,2,4,477.052,12.314,10.926,12.1882
964,Transit,2013,Published Confirmed,54.32031,0.3046,6.56,35.0,Mass,0.019,584.0,6182.0,1.52,1.28,0.023,[Fe/H],4.18,2,4,477.052,12.314,10.926,12.1882
965,Transit,2018,Published Confirmed,1.706291,0.0269,11.545,346.4347,Mass,0.0,1459.0,5165.0,0.91,0.89,0.22,[Fe/H],4.47,1,1,262.706,12.97,10.931,12.7933
966,Transit,2011,Published Confirmed,0.837495,0.01684,1.416,4.56,Mass,0.0,1833.0,5627.0,1.06,0.9,-0.15,[Fe/H],4.34,1,2,185.506,11.043,9.496,10.9191
967,Transit,2011,Published Confirmed,0.837491,0.0172,1.481,4.60853,Mass,,2130.0,5627.0,1.06,0.91,-0.15,[Fe/H],4.35,1,2,185.506,11.043,9.496,10.9191
968,Transit,2011,Published Confirmed,0.837501,,,3.24,Mass,,,5706.0,1.09,1.02,-0.12,[M/H],4.37,1,2,185.506,11.043,9.496,10.9191
969,Transit,2011,Published Confirmed,0.837,,1.489,3.57,Mass,,,5708.0,1.07,0.91,-0.15,[Fe/H],4.34,1,2,185.506,11.043,9.496,10.9191
970,Transit,2011,Published Confirmed,0.8374907,0.01685,1.47,3.33,Mass,0.0,2169.0,5708.0,1.06,0.91,-0.15,[Fe/H],4.34,1,2,185.506,11.043,9.496,10.9191
971,Transit,2011,Published Confirmed,0.8374912,0.01687,1.46,4.6,Mass,0.0,2160.0,5643.0,1.06,0.91,-0.15,[Fe/H],,1,2,185.506,11.043,9.496,10.9191
